ID;Bird;Cage;Date of Transfer;Who
739;p18o-r16;M3;11.11.2006;Claude
740;p8o-r16;M3;11.11.2006;Claude
741;p14b-r16;M3;11.11.2006;Claude
744;o18o-y13k;U1;14.11.2006;Isabelle
745;s9o-p11k;E1;14.11.2006;Georg
746;g12k-y8;MK;15.11.2006;Georg
747;s14k-r16;MK;16.11.2006;Georg
748;p8o-g14k;MK;16.11.2006;Georg
749;o20k-sg8;MK;16.11.2006;Georg
750;s3k-y8;MK;16.11.2006;Georg
751;g12o-g14k;M1;16.11.2006;Claude
752;y5o-s3k;MK;16.11.2006;Georg
753;y6o-s3k;MK;16.11.2006;Georg
754;p10o-s3k;ZZ1;16.11.2006;Georg
755;p11o-r9k;ZZ1;16.11.2006;Georg
756;p12o-r9k;ZZ1;16.11.2006;Georg
757;p13o-r9k;ZZ1;16.11.2006;Georg
758;p14o-r9k;ZZ1;16.11.2006;Georg
759;p15o-s3k;IS4;16.11.2006;Georg
760;p16o-s3k;ZZ1;16.11.2006;Georg
761;g5o-p20;MK;17.11.2006;Georg
762;k14k-sb;M1;17.11.2006;Georg
763;s13o-sb;IS8;17.11.2006;Claude
764;b7o-p11k;M1;20.11.2006;Isabelle
765;r15o-r11c;U1;22.11.2006;Georg
766;s12k-y6;U1;22.11.2006;Georg
767;r12o-o4k;U1;24.11.2006;Georg
768;o12o-r12k;U1;24.11.2006;Georg
769;s3b-y8;U1;24.11.2006;Georg
770;r18o-r11;U1;24.11.2006;Georg
771;y12o-r11;U1;24.11.2006;Georg
772;green9;U1;24.11.2006;Georg
773;p14b-r16;U1;24.11.2006;Georg
774;s12o-sb;U1;24.11.2006;Georg
775;s14o-sb;U1;24.11.2006;Georg
776;o18o-y13k;U1;24.11.2006;Georg
777;p1k;U1;24.11.2006;Georg
778;p7k;U1;24.11.2006;Georg
779;r10o-o4k;U1;24.11.2006;Georg
780;p11o-r9k;U1;24.11.2006;Georg
781;r7o-p11k;U1;24.11.2006;Georg
782;y18o-r16;U1;24.11.2006;Georg
783;k11k-p11k;U1;24.11.2006;Georg
784;p3o-sb;U1;24.11.2006;Georg
785;b20k-sg8;U1;24.11.2006;Georg
786;r11o-o4k;U1;24.11.2006;Georg
787;s4o-r16;U1;24.11.2006;Georg
788;r16o-r11;U1;24.11.2006;Georg
789;s17k-r11;U1;24.11.2006;Georg
790;s20o-ch900;U1;24.11.2006;Georg
791;p8o-r16;U1;24.11.2006;Georg
792;k9k-ch900;U1;24.11.2006;Georg
793;y8o-r16;U1;24.11.2006;Georg
794;p18o-r16;U1;24.11.2006;Georg
795;o5o-r14;U1;24.11.2006;Georg
796;s11o-sb;U1;24.11.2006;Georg
797;y19o-r16;U1;24.11.2006;Georg
799;p13o-r9k;U1;24.11.2006;Georg
800;o13o-y8;U1;24.11.2006;Georg
801;r14o-o4k;U1;24.11.2006;Georg
802;o18o-y13k;MK;15.11.2006;Isabelle
803;b6k-s15;U1;24.11.2006;Georg
805;g6k-b12;U1;24.11.2006;Georg
806;k5k-s15;U1;24.11.2006;Georg
807;b8k;U1;24.11.2006;Georg
808;p5k-y8;U1;24.11.2006;Georg
809;g18k-y6;U1;24.11.2006;Georg
810;p10k-y1;U1;24.11.2006;Georg
811;k3k-s17;U1;24.11.2006;Georg
812;k7k-b3k;U1;14.11.2006;Isabelle
813;s20k-sg8;U1;24.11.2006;Georg
814;y2o-o4k;U1;24.11.2006;Georg
815;s4b-y8;M1;24.11.2006;Georg
816;g1o-g14k;M1;24.11.2006;Georg
817;s15o;M1;24.11.2006;Georg
818;g9o-r12k;M1;24.11.2006;Georg
819;b9o-p11k;M1;24.11.2006;Georg
820;p17o-silver2;M1;24.11.2006;Georg
821;p9o-r16;M1;24.11.2006;Georg
822;p9o-y13k;M1;24.11.2006;Georg
823;s3k-y8;M1;24.11.2006;Georg
824;o10o-r12k;M1;24.11.2006;Georg
825;p20o-o4k;M1;24.11.2006;Georg
826;p4o-sb;M1;24.11.2006;Georg
827;k19k-g14k;M1;24.11.2006;Georg
828;g8o-r12k;M1;24.11.2006;Claude
829;s1b-y8;M1;24.11.2006;Georg
830;r17o-r11;M1;24.11.2006;Georg
831;b11o-p11k;M1;24.11.2006;Georg
832;s8o-p11k;M1;24.11.2006;Georg
833;b8o-p11k;M1;24.11.2006;Georg
834;o8k-y6;M1;24.11.2006;Georg
835;s2b-y8;M1;24.11.2006;Georg
836;b10o-p11k;M1;24.11.2006;Georg
837;y20o-o4k;M1;24.11.2006;Georg
838;s14k-r16;M1;24.11.2006;Georg
839;r5o-s2;M1;24.11.2006;Georg
840;p10o-s3k;MK;24.11.2006;Georg
841;p14b-r16;KU;24.11.2006;Georg
842;p8o-g14k;M1;24.11.2006;Georg
843;o20k-sg8;M1;24.11.2006;Georg
844;p6o-sb;M1;24.11.2006;Georg
845;g20o-ch900;M1;24.11.2006;Georg
846;s16o;M1;24.11.2006;Georg
847;k18k-r11;M1;24.11.2006;Georg
848;r6o-s2;M1;24.11.2006;Georg
849;p2o-g14k;M1;24.11.2006;Georg
850;b6o-p11k;M1;24.11.2006;Georg
851;r13o-o4k;M1;24.11.2006;Georg
852;s7k-b3k;M1;24.11.2006;Georg
853;r19o-r11;M1;24.11.2006;Georg
854;g10o-g14k;M1;24.11.2006;Georg
855;g14o-g14k;M1;24.11.2006;Georg
856;g19o-silver2;M1;24.11.2006;Georg
857;b16k-r16;M1;24.11.2006;Georg
858;b12o-g14k;M1;24.11.2006;Georg
859;g11o-g14k;M1;24.11.2006;Georg
860;o20o-ch900;M1;24.11.2006;Georg
861;o6o-r12k;M1;24.11.2006;Georg
862;y7o-r16;M1;24.11.2006;Georg
863;g8o-r12k;KO;24.11.2006;Claude
864;r19o-r11;KM;25.11.2006;Georg
865;p8k;ZZ1;25.11.2006;Georg
866;r9k-s17;ZZ1;25.11.2006;Georg
867;y5o-s3k;IS1;24.11.2006;Georg
868;y6o-s3k;IS2;24.11.2006;Georg
869;b10o-p11k;KO;25.11.2006;Claude
870;g8o-r12k;E2;25.11.2006;Claude
871;g8o-r12k;MK;25.11.2006;Claude
872;b10o-p11k;E2;25.11.2006;Claude
873;o13o-y8;KU;27.11.2006;Georg
874;s1o-r16;MK;27.11.2006;Georg
877;y11p-r11;U3;24.11.2006;joshua
879;y10p-r11;U3;24.11.2006;joshua
880;y12p-r11;U3;24.11.2006;joshua
881;y13p-r11;U3;24.11.2006;joshua
882;y14p-r11;U3;24.11.2006;joshua
883;g8b-o4k;O4;24.11.2006;joshua
884;g9b-o4k;O4;24.11.2006;joshua
886;y17o-r12k;O5;24.11.2006;Joshua
887;purple17;M5;24.11.2006;Joshua
888;red11;U3;24.11.2006;Joshua
889;purple8;U3;24.11.2006;Joshua
890;blue3;M5;24.11.2006;Joshua
891;silverblack;M5;24.11.2006;Joshua
892;p9o-y13k;IS7;29.11.2006;Isabelle
893;;;;
894;p14o-r9k;MK;24.11.2006;Georg
895;g19o-silver2;KM;30.11.2006;Claude
896;p10o-s3k;KM;30.11.2006;Claude
897;p2o-g14k;KM;30.11.2006;Claude
898;p6o-sb;KM;30.11.2006;Claude
899;s16o;KM;30.11.2006;Claude
900;y20o-o4k;KM;30.11.2006;Claude
901;y14p-r11;KM;01.12.2006;Georg
902;silver2;M4;01.12.2006;florian
903;p6k-y8;M4;01.12.2006;florian
904;p6k-y8;U1;01.12.2006;
905;b3k;M5;01.12.2006;florian
906;g14k;M5;01.12.2006;florian
907;g16k;M5;01.12.2006;florian
908;p11k-ch900;M5;01.12.2006;florian
909;purple8;M5;01.12.2006;florian
910;silver15;M5;01.12.2006;florian
911;silvergreen8;M5;01.12.2006;florian
912;purple13;M5;01.12.2006;florian
913;purple20;M5;01.12.2006;florian
914;p19k-o3;M5;01.12.2006;florian
915;yellow1;M5;01.12.2006;florian
916;purple5;M5;01.12.2006;florian
917;y13k-s17;M5;01.12.2006;florian
918;orange16;M5;01.12.2006;florian
920;y16p-s2;M4;01.12.2006;florian
921;y15p-s2;M4;01.12.2006;florian
922;y17p-s2;M4;01.12.2006;florian
923;y18p-s2;M4;01.12.2006;florian
924;dJM7a;M7;01.12.2006;florian
925;dJM7b;M7;01.12.2006;florian
926;y8o-r16;KU;05.12.2006;Claude
927;g8b-o4k;KM;05.12.2006;Georg
928;y15p-s2;KM;05.12.2006;Isabelle
929;g11o-g14k;KM;06.12.2006;Isabelle
930;y20o-o4k;IS6;06.12.2006;Claude
931;s16o;IS5;06.12.2006;Claude
932;p2o-g14k;IS3;06.12.2006;Claude
933;p10o-s3k;IS2;06.12.2006;Claude
934;g19o-silver2;IS1;06.12.2006;Claude
935;y15p-s2;AS;06.12.2006;Isabelle
936;s20k-sg8;KU;08.12.2006;Claude
937;g9o-r12k;KO;08.12.2006;Georg
939;s14k-r16;KO;09.12.2006;Claude
940;p3o-sb;KU;09.12.2006;Claude
941;y7o-r16;KO;09.12.2006;Claude
942;r11o-o4k;KU;09.12.2006;Claude
943;y8p-o3;M7;09.12.2006;Claude
950;r1b-o3;M7;09.12.2006;Claude
951;r2b-o3;M7;09.12.2006;Claude
952;r9b-o3;M7;09.12.2006;Claude
953;y4p-o3;M7;09.12.2006;Claude
954;y7p-o3;M7;09.12.2006;Claude
956;y9p-y20;U5;09.12.2006;Claude
957;b16k-r16;KO;11.12.2006;Joshua
958;r1b-o3;KU;11.12.2006;Joshua
959;r1b-o3;E3;12.12.2006;Joshua
961;p14o-r9k;KO;12.12.2006;Joshua
962;s16o;KM;12.12.2006;Isabelle
963;p6o-sb;IS4;12.12.2006;Claude
964;o10o-r12k;KO;13.12.2006;Claude
965;r13o-o4k;KM;13.12.2006;Isabelle
966;p17k-y6;MK;13.12.2006;florian
967;o10o-r12k;IS6;15.12.2006;katja
968;b16k-r16;E3;15.12.2006;Joshua
969;p11k-ch900;U1;15.12.2006;Georg
970;g16k;U1;14.12.2006;Georg
972;y14p-r11;IS7;19.12.2006;Georg
973;r17o-r11;KO;21.12.2006;Isabelle
974;r17o-r11;AS;21.12.2006;
982;o18p-ch900;O1;22.12.2006;Daniele
984;o20p-ch900;O1;22.12.2006;Daniele
986;o19p-ch900;O1;22.12.2006;Daniele
988;o16p-ch900;O1;22.12.2006;Daniele
989;o12p-ch900;O1;22.12.2006;Daniele
990;o13p-ch900;O1;22.12.2006;Daniele
992;o14p-ch900;O3;22.12.2006;Daniele
993;o17p-r12k;O5;22.12.2006;Daniele
994;g9b-o4k;KU;03.01.2007;florian
995;p14b-r16;KU;03.01.2007;florian
996;o18p-ch900;KU;03.01.2007;florian
997;o12o-r12k;KU;03.01.2007;florian
998;green9;KU;03.01.2007;florian
999;g18k-y6;KU;03.01.2007;florian
1000;purple17;KU;03.01.2007;florian
1001;k9k-ch900;KU;03.01.2007;florian
1002;s3k-y8;KM;03.01.2007;florian
1003;y16p-s2;KM;03.01.2007;florian
1004;o20o-ch900;KM;03.01.2007;florian
1005;b11o-p11k;KM;03.01.2007;florian
1006;r12o-o4k;KU;03.01.2007;florian
1007;o9p-y8;U4;03.01.2007;florian
1008;o8p-y8;U4;03.01.2007;florian
1009;o7p-y8;U4;03.01.2007;florian
1010;o6p-y8;U4;03.01.2007;florian
1011;y19p-o4k;O4;03.01.2007;florian
1012;y20p-o4k;O4;03.01.2007;florian
1013;red14;O3;03.01.2007;florian
1014;red2;O3;03.01.2007;florian
1015;k18k-r11;KM;04.01.2007;Isabelle
1016;b10o-p11k;MK;04.01.2007;Claude
1017;o10p-r16;M3;05.01.2007;Joshua
1018;o15p-r16;M3;05.01.2007;Joshua
1020;b6p-yellow20;U5;05.01.2007;Joshua
1021;o1p-silver17;U6;05.01.2007;Joshua
1022;o2p-silver17;U6;05.01.2007;Joshua
1023;o3p-silver17;U6;05.01.2007;Joshua
1024;o4p-silver17;U6;05.01.2007;Joshua
1025;o5p-silver17;U6;05.01.2007;Joshua
1026;b11o-p11k;U1;05.01.2007;Joshua
1027;p14b-r16;U1;05.01.2007;Joshua
1028;g14k;U1;05.01.2007;Joshua
1029;o2p-silver17;KO;06.01.2007;Georg
1030;p17k-y6;IS1;08.01.2007;Georg
1031;s4b-y8;KM;08.01.2007;Aymeric
1032;s7k-b3k;AS;10.01.2007;Isabelle
1033;o10p-r16;next to MK;15.01.2007;Georg
1034;o15p-r16;next to MK;15.01.2007;Georg
1035;s4b-y8;IS6;11.01.2007;Aymeric
1036;b16k-r16;KO;12.01.2007;Aymeric
1037;g20o-ch900;KM;15.01.2007;Claude
1038;b10o-p11k;E2;15.01.2007;Claude
1040;g6p-s19o;M4B;19.01.2007;Claude
1041;g5p-s19o;M4B;19.01.2007;Claude
1042;g7p-s19o;M4B;19.01.2007;Claude
1043;g10p-s19o;M4B;19.01.2007;Claude
1044;g11p-s19o;M4B;19.01.2007;Claude
1045;g12p-s19o;M4B;19.01.2007;Claude
1046;p8o-r16;KU;19.12.2006;Daniele
1047;y14p-r11;KO;22.01.2007;Claude
1048;y14p-r11;E2;22.01.2007;Claude
1049;k19k-g14k;KM;22.01.2007;Claude
1051;o10p-r16;MK;19.01.2007;Aymeric
1052;red16;M3;22.01.2007;Aymeric
1053;o3p-silver17;KM;22.01.2007;Daniele
1054;red16;IS2;23.01.2007;Aymeric
1056;o15p-r16;MK;24.01.2007;Aymeric
1057;o3p-silver17;MK;25.01.2007;Daniele
1058;b1p-red11;U3B;28.01.2007;Georg
1059;b2p-red11;U3B;28.01.2007;Georg
1060;b3p-red11;U3B;28.01.2007;Georg
1061;b4p-red11;U3B;28.01.2007;Georg
1062;b5p-red11;U3B;28.01.2007;Georg
1063;k10k-p11k;M6;28.01.2007;Georg
1064;p14k-p2;M6;28.01.2007;Georg
1065;silver1;O1;28.01.2007;Georg
1066;goldch900;O1;28.01.2007;Georg
1067;s3k-y8;U1;28.01.2007;Georg
1068;k9k-ch900;U1;28.01.2007;Georg
1069;dJM2Bb;M2B;28.01.2007;Georg
1071;Silver17;U6;29.01.2007;Aymeric
1072;Silver17;IS2;29.01.2007;
1073;r;U6;29.01.2007;Aymeric
1074;r9b-o3;KO;29.01.2007;Daniele
1075;dJM2Bb;MK;29.01.2007;Georg
1076;Silver17;IS2;30.01.2007;Aymeric
1077;dJM2Ba;M2B;31.01.2007;Daniele
1078;r;IS2;30.01.2007;Aymeric
1079;r9b-o3;MK;31.01.2007;Daniele
1080;g8o*;M2;02.02.2007;
1085;g8o*;M2;02.02.2007;Aymeric
1086;y13k-s17;M2;02.02.2007;Aymeric
1087;o7p-y8;KM;02.02.2007;Moritz
1090;r14o-o4k;KU;02.02.2007;Claude
1095;o9p-y8;KM;02.02.2007;Joshua
1096;silver15;U1;05.02.2007;Daniele
1097;p6k-y8;U1;05.02.2007;Daniele
1098;yellow14;M3B;05.02.2007;Daniele
1099;green16;M3B;05.02.2007;Daniele
1100;o4k-p2;O4;05.02.2007;Daniele
1101;green13;O4;05.02.2007;Daniele
1102;r12k-ch900;O5;05.02.2007;Daniele
1103;g4k;O5;05.02.2007;Daniele
1104;b3k;U1;05.02.2007;Daniele
1105;green9;U1;05.02.2007;Daniele
1106;g8o*;IS2;05.02.2007;Aymeric
1107;y13k-s17;IS2;06.02.2007;Aymeric
1108;red16;M3;06.02.2007;Aymeric
1109;a3-r16;M3;06.02.2007;Aymeric
1110;p10o-s3k;KM;07.02.2007;Moritz
1111;o2p-silver17;E1;09.02.2007;Georg
1112;o14p-ch900;KU;15.01.2007;Georg
1114;o14p-ch900;E1;09.02.2007;Georg
1115;b1p-red11;KM;09.02.2007;Daniele
1116;p10o-s3k;MK;09.02.2007;Daniele
1117;o7p-y8;MK;05.02.2007;Moritz
1118;o6p-y8;KM;09.02.2007;Moritz
1121;g20p-s17o;O2;10.02.2007;Moritz
1123;red14;U1;09.02.2007;Moritz
1126;r12o-o4k;U1;10.02.2007;Moritz
1127;r12o-o4k;M3B;10.02.2007;
1128;silver2;U1;10.02.2007;Moritz
1129;silver2;O4;10.02.2007;
1130;green16;U1;10.02.2007;Moritz
1131;green16;O4;10.02.2007;
1132;b1p-red11;MK;12.02.2007;Daniele
1133;a3-r16;IS2;12.02.2007;Aymeric
1134;red16;IS2;12.02.2007;Aymeric
1135;p14o-r9k;E3;09.02.2007;Joshua
1136;b6p-yellow20;KO;15.02.2007;Daniele
1137;o9p-y8;IS1;08.02.2007;Joshua
1138;k19k-g14k;E2;09.02.2007;Claude
1139;o9p-y8;E3;15.02.2007;Joshua
1140;b20k-sg8;KU;16.02.2007;Georg
1141;b6k-s15;KU;16.02.2007;Georg
1142;b8k;KU;16.02.2007;Georg
1143;g10p-s19o;KU;16.02.2007;Georg
1144;g20p-s17o;KU;16.02.2007;Georg
1145;g5p-s19o;KU;19.01.2007;Moritz
1146;g6k-b12;KU;16.02.2007;Georg
1147;g6p-s19o;KU;16.02.2007;Georg
1148;g7p-s19o;KU;16.02.2007;Georg
1149;k11k-p11k;KU;16.02.2007;Georg
1150;k3k-s17;KU;16.02.2007;Georg
1151;k5k-s15;KU;16.02.2007;Georg
1152;o12p-ch900;KU;16.02.2007;Georg
1153;o13p-ch900;KU;16.02.2007;Georg
1154;o14p-ch900;KU;16.02.2007;Georg
1155;o18o-y13k;KU;16.02.2007;Georg
1156;o18p-ch900;KU;16.02.2007;Georg
1158;o4p-silver17;KU;16.02.2007;Georg
1159;o5o-r14;KU;16.02.2007;Georg
1160;o5p-silver17;KU;16.02.2007;Georg
1161;p10k-y1;KU;16.02.2007;Georg
1162;p11o-r9k;KU;16.02.2007;Georg
1163;p13o-r9k;KU;16.02.2007;Georg
1164;p18o-r16;KU;16.02.2007;Georg
1165;p1k;KU;16.02.2007;Georg
1166;p5k-y8;KU;16.02.2007;Georg
1167;p7k;KU;16.02.2007;Georg
1168;r10o-o4k;KU;16.02.2007;Georg
1169;r18o-r11;KU;16.02.2007;Georg
1170;r7o-p11k;KU;16.02.2007;Georg
1171;s12o-sb;KU;16.02.2007;Georg
1172;s14o-sb;KU;16.02.2007;Georg
1173;s17k-r11;KU;16.02.2007;Georg
1174;s20o-ch900;KU;16.02.2007;Georg
1175;s3b-y8;KU;16.02.2007;Georg
1176;y11p-r11;KU;16.02.2007;Georg
1177;y12o-r11;KU;16.02.2007;Georg
1178;y17o-r12k;KU;16.02.2007;Georg
1179;y17p-s2;KU;16.02.2007;Georg
1180;y18o-r16;KU;16.02.2007;Georg
1181;y19o-r16;KU;16.02.2007;Georg
1182;y19p-o4k;KU;16.02.2007;Georg
1183;y20p-o4k;KU;16.02.2007;Georg
1184;y4p-o3;KU;16.02.2007;Georg
1185;y8p-o3;KU;16.02.2007;Georg
1186;r7g-yellow8;U4;16.02.2007;Joshua
1187;s10p-yellow8;U4;16.02.2007;Joshua
1189;s11p-yellow8;U4;16.02.2007;Joshua
1190;s12p-yellow8;U4;16.02.2007;Joshua
1192;s13p-yellow8;U4;16.02.2007;Joshua
1193;s14p-yellow8;U4;16.02.2007;Joshua
1195;r3p-r19o;ZZ1;16.02.2007;Joshua
1196;r2p-r19o;ZZ1;16.02.2007;Joshua
1198;r1p-r19o;ZZ1;16.02.2007;Joshua
1199;r7p-r9k;ZZ2;16.02.2007;Joshua
1200;r6p-r9k;ZZ2;16.02.2007;Joshua
1201;r5p-r9k;ZZ2;16.02.2007;Joshua
1202;r4p-r9k;ZZ2;16.02.2007;Joshua
1204;yellow8;U4;19.02.2007;Joshua
1205;g5k;U4;16.02.2007;Joshua
1206;yellow14;U1;19.02.2007;Joshua
1207;k10k-p11k;U1;19.02.2007;Joshua
1208;g18p-yellow1;M1B;19.02.2007;Aymeric
1210;y10p-r11;KO;19.02.2007;Joshua
1211;g10o-g14k;KO;20.02.2007;Joshua
1212;g18p-yellow1;IS2;21.02.2007;Aymeric
1213;y14p-r11;KO;21.02.2007;Daniele
1214;b20p-red16;M3;22.02.2007;Georg
1215;b8p-s14k;M5;22.02.2007;Georg
1216;g10o-g14k;IS3;23.02.2007;Joshua
1217;y7p-o3;KO;23.02.2007;Daniele
1218;o16p-ch900;KO;26.02.2007;Moritz
1219;y14p-r11;MK;26.02.2007;Daniele
1220;g12p-s19o;KO;27.02.2007;Moritz
1221;g12p-s19o;MK;27.02.2007;
1222;y7p-o3;MK;27.02.2007;Daniele
1223;y13p-r11;KO;28.02.2007;aymeric
1224;y13p-r11;IS2;01.03.2007;aymeric
1225;o16p-ch900;MK;02.03.2007;Moritz
1226;g12p-s19o;MK;02.03.2007;Moritz
1227;orange3;M7;25.02.2007;Florian
1228;red5;M7;25.02.2007;florian
1229;b13p-y13k;M2;25.02.2007;florian
1230;b14p-y13k;M2;25.02.2007;florian
1231;b15p-y13k;M2;25.02.2007;florian
1232;b16p-y13k;M2;25.02.2007;florian
1233;b17p-y13k;M2;25.02.2007;florian
1234;b7p-y13k;M2;25.02.2007;florian
1235;r3p-orange3;M7;25.02.2007;florian
1236;r4p-orange3;M7;25.02.2007;florian
1237;red16;M3;04.03.2007;florian
1238;green12;M3;04.03.2007;florian
1239;r13o-s17;U6;04.03.2007;florian
1240;r14w-silver17;U6;04.03.2007;florian
1241;r17k-silver17;U6;04.03.2007;florian
1242;r18w-silver17;U6;04.03.2007;florian
1243;g13p-purple20;M1;04.03.2007;florian
1244;g14p-p20;M1;04.03.2007;florian
1245;g15p-purple20;M1;04.03.2007;florian
1246;g19p-purple20;M1;04.03.2007;florian
1247;b10p-red16;M3;04.03.2007;florian
1248;b11p-red16;M3;04.03.2007;florian
1249;b12p-red16;M3;04.03.2007;florian
1250;b9p-red16;M3;04.03.2007;florian
1251;b18p-s14k;M5;04.03.2007;florian
1252;b19p-s14k;M5;04.03.2007;florian
1253;b13g-red11;U3B;04.03.2007;florian
1254;b15g-red11;U3B;04.03.2007;florian
1255;b16g-red11;U3B;04.03.2007;florian
1256;r5p-red11;U3B;04.03.2007;florian
1257;r9g-red11;U3B;04.03.2007;florian
1258;r8p-yellow20;U5;04.03.2007;florian
1259;s15g-yellow20;U5;04.03.2007;florian
1260;s16p-yellow20;U5;04.03.2007;florian
1261;s17p-yellow20;U5;04.03.2007;florian
1262;s18o-y20;U5;04.03.2007;florian
1263;s20o-yellow20;U5;04.03.2007;florian
1264;purple8;U1;05.03.2007;florian
1265;p14k-p2;U1;05.03.2007;florian
1268;s14p-yellow8;KO;06.03.2007;Daniele
1269;y10p-r11;IS1;22.02.2007;Joshua
1270;y10p-r11;E3;06.03.2007;Joshua
1271;s12p-yellow8;KM;06.03.2007;Aymeric
1272;g18k-y6;U1;10.03.2007;Georg
1273;y16p-s2;U1;10.03.2007;Georg
1274;o12o-r12k;U1;10.03.2007;Georg
1275;red16;U1;10.03.2007;Georg
1276;k19k-g14k;MK;12.03.2007;Claude
1277;b9o-p11k;KO;15.03.2007;Claude
1278;g10o-g14k;MK;15.03.2007;Moritz
1279;y20o-o4k;KM;16.03.2007;Aymeric
1280;r6o-s2;KO;16.03.2007;Claude
1281;g10o-g14k;KO;15.03.2007;Moritz
1282;g16p-yellow1;M1B;17.03.2007;Daniele
1283;g17p-yellow1;M1B;17.03.2007;Daniele
1284;y13k-s17;M2;17.03.2007;Daniele
1285;purple5;M2;17.03.2007;Daniele
1286;p11k-ch900;M4;17.03.2007;Daniele
1287;g16k;M4;17.03.2007;Daniele
1288;o11o-r12k;U4B;17.03.2007;Daniele
1289;b20o-ch900;U4B;17.03.2007;Daniele
1290;Silver17;U6;17.03.2007;Daniele
1291;blue10;U6;17.03.2007;Daniele
1292;b9o-p11k;E2;19.03.2007;Daniele
1293;p6o-sb;KM;21.03.2007;Claude
1294;b9o-p11k;MK;22.03.2007;Daniele
1295;g10o-g14k;MK;22.03.2007;Daniele
1296;b5p-red11;KM;22.03.2007;Daniele
1297;r2p-r19o;KO;22.03.2007;Daniele
1298;b5p-red11;MK;22.03.2007;Daniele
1299;r17k-silver17;KU;23.03.2007;Claude
1300;p6o-sb;MK;22.03.2007;Claude
1301;r10p-y7o;KU;24.03.2007;
1302;r10p-y7o;M5B;24.03.2007;Moritz
1303;r11p-y7o;KU;24.03.2007;
1304;r11p-y7o;M5B;24.03.2007;Moritz
1305;r12p-y7o;M5B;24.03.2007;Moritz
1306;b8o-p11k;O4B;24.03.2007;Moritz
1307;s20o-yellow20;U5B;24.03.2007;Moritz
1308;b4p-red11;U5B;24.03.2007;Moritz
1309;p5p-s14k;M2B;24.03.2007;Aymeric
1312;s18o;M2B;25.03.2007;Aymeric
1314;b3p-red11;KM;26.03.2007;Daniele
1315;r2p-r19o;MK;26.03.2007;Daniele
1316;g4k;U1;21.03.2007;Daniele
1317;orange3;U1;21.03.2007;Daniele
1318;goldch900;U1;21.03.2007;Moritz
1319;purple17;U1;21.03.2007;Moritz
1320;green13;U1;21.03.2007;Moritz
1321;o4k-p2;U1;21.03.2007;Daniele
1322;o20o-ch900;U1;26.03.2007;Moritz
1323;r12o-o4k;M3B;21.03.2007;Moritz
1324;silver1;U1;26.03.2007;Moritz
1325;silvergreen8;U1;26.03.2007;Daniele
1326;g19o-silver2;KM;27.03.2007;Claude
1328;s18o-y20;KM;27.03.2007;Claude
1329;o20k-sg8;KM;27.03.2007;Claude
1330;r5p-r9k;KU;27.03.2007;
1331;yellow1;M1B;27.03.2007;Moritz
1332;p19k-o3;M1B;27.03.2007;Moritz
1333;b11o-p11k;U2;27.03.2007;Moritz
1334;g9b-o4k;U2;27.03.2007;Moritz
1335;g14k;U2B;27.03.2007;Moritz
1336;p14b-r16;U2B;27.03.2007;Moritz
1337;r19o-r11;ZZ1;27.03.2007;Moritz
1338;g1k;ZZ1;27.03.2007;Moritz
1339;r9k-s17;ZZ2;27.03.2007;Moritz
1340;p8k;ZZ2;27.03.2007;Moritz
1341;b16p-y13k;KU;27.03.2007;Moritz
1342;b5p-red11;KM;27.03.2007;Moritz
1343;g15p-purple20;KU;27.03.2007;Moritz
1344;g1o-g14k;KM;27.03.2007;Moritz
1345;o1p-silver17;KU;28.03.2007;Moritz
1346;r5p-r9k;KM;28.03.2007;Moritz
1347;r5p-red11;KM;28.03.2007;Moritz
1348;r16o-r11;KU;28.03.2007;Moritz
1349;r3p-orange3;U1;28.03.2007;Moritz
1350;r3p-r19o;KM;28.03.2007;Moritz
1351;b13g-red11;KM;28.03.2007;Moritz
1352;s11p-yellow8;KU;28.03.2007;Moritz
1355;p9o;KM;28.03.2007;Claude
1356;p2o-g14k;KM;28.03.2007;Claude
1357;o17p-r12k;KM;28.03.2007;Claude
1358;s10p-yellow8;KM;12.03.2007;Georg
1359;r18w-silver17;KM;28.03.2007;Daniele
1360;b3p-red11;MK;29.03.2007;Daniele
1361;b20p-red16;E1;29.03.2007;Georg
1362;b6o-p11k;KO;30.03.2007;Daniele
1363;r6o-s2;E2;31.03.2007;Claude
1364;s19o;M4B;02.04.2007;Georg
1365;s18o-y20;IS1;02.04.2007;Aymeric
1366;r18w-silver17;MK;02.04.2007;Daniele
1367;o20k-sg8;IS2;03.04.2007;Aymeric
1369;demo;M3;05.04.2007;johndoe
1370;demo;KM;05.04.2007;sepp
1371;o17p-r12k;IS3;05.04.2007;Aymeic
1372;red2;U1;10.02.2007;
1373;g13p-purple20;KM;01.04.2007;
1374;s13p-yellow8;KU;01.04.2007;
1375;p9o;IS4;06.04.2007;Aymeic
1376;s15o;KO;08.04.2007;Aymeric
1377;s16p-yellow20;KM;08.04.2007;Aymeric
1378;b6o-p11k;MK;10.04.2007;Daniele
1379;r10p-y7o;KU;10.04.2007;Daniele
1380;r1p-r19o;KO;11.04.2007;Daniele
1381;s15o;IS3;12.04.2007;Aymeric
1382;s16p-yellow20;IS4;13.04.2007;Aymeric
1383;y12p-r11;KO;13.04.2007;Aymeric
1384;g19p-purple20;KM;13.04.2007;Aymeric
1385;y12p-r11;IS3;15.04.2007;Aymeric
1386;g19p-purple20;IS4;15.04.2007;Aymeric
